Job Title,Job Info,Position,Employer,City,Province,Skill,Seniority,Work Type,Industry Type,Min_Salary,Max_Salary,Avg_Salary
Business Systems Analysts,Facility Asset Management Data Analyst,Data Analyst,City of Edmonton,Edmonton,AB,"Computer operation, SQL, SAP, Presentation skills",ANY,In-Person,Technology,85633.6,106995.2,96314.4
Financial and Operational Analysts,Insurance Claims Analyst,Analyst,BGIS,Markham,ON,"Tableau, Power BI, SQL, Microsoft Access, Relational databases",ANY,In-Person,Others,56000.0,97000.0,76500.0
Financial and Operational Analysts,Allocations Analyst,Analyst,Arc'teryx,North Vancouver,BC,"SQL, Statistics, No SQL",ANY,In-Person,Others,69000.0,86000.0,77500.0
Senior Supply Chain Data Analysts,"Business and Quality Assurance Analyst, Scotiabank",Analyst,Scotiabank,Toronto,ON,"Agile, Business requirements, No SQL",ANY,In-Person,Finance,62000.0,84000.0,73000.0
Business Systems Analysts,Senior Business Systems Analyst (Data),System Analyst,Project X,Toronto,ON,"Power BI, Azure, Oracle, Business intelligence, Waterfall",Senior,In-Person,Others,81000.0,100000.0,90500.0
Senior Supply Chain Data Analysts,"Senior Analyst, Franchise Acceptance Performance",Analyst,Mastercard,Toronto,ON,"Python, No SQL, Power BI, SQL, Microsoft Access",Senior,In-Person,Automotive,70000.0,80000.0,75000.0
Senior Supply Chain Data Analysts,Market Research Analyst - Englewood 1/22/13,Analyst,Karcher North America,Mississauga,ON,"SQL, SAP, Writing skills, Research, Presentation skills",ANY,In-Person,Others,109000.0,123000.0,116000.0
Senior Business Intelligence Analysts,Business Analyst - Core Operations,Business Analyst,BC Centre for Excellence in HIV/AIDS,Vancouver,BC,"Waterfall, Writing skills, Business analysis, Databases, SQL",ANY,In-Person,Others,68000.0,93000.0,80500.0
Systems and Data Analysts,Product Support Analyst - Database and ETL,Analyst,Copperleaf Technologies Inc.,Vancouver,BC,"Oracle, Enterprise software, Databases, SQL, AWS",ANY,In-Person,Technology,85000.0,110000.0,97500.0
Business and Technical Analysts,Power BI Developer,Developer,Dawn InfoTek Inc.,Toronto,ON,"Power BI, Data modeling, SQL, Business analysis, Statistics",ANY,In-Person,Others,135200.0,156000.0,145600.0
Senior Business Intelligence Analysts,Claims Compliance Analyst -,Analyst,Allstate,Canada,Undef,"Python, SQL, Financial auditing, Office Suite, Tableau",ANY,In-Person,Government,68000.0,88300.0,78150.0
Senior Data Analysts,data warehouse analyst,Analyst,1st Call Industrial Ltd.,Mississauga,ON,"XML, Visual Basic, Objective-C, Python, Windows",ANY,In-Person,Manufacturing,90355.2,90355.2,90355.2
Senior Business Intelligence Analysts,Social Media Analyst,Analyst,BreezeMaxWeb,Toronto,ON,No SQL,ANY,In-Person,Others,37440.0,57200.0,47320.0
Business Systems Analysts,business systems analyst,System Analyst,Rubinza Inc.,Richmond Hill,ON,"Python, Computer networking, Computer skills",ANY,In-Person,Others,90064.0,90064.0,90064.0
Senior Business Analysts,Senior Business Analyst - Healthcare,Business Analyst,Mariner Innovations,Remote,Undef,"ERP systems, No SQL",Senior,Remote,Others,66000.0,84500.0,75250.0
Senior Business Analysts,Program Analyst,Analyst,Emterra Group,Oakville,ON,"Vendor management, Logistics, Project management, Project management software, No SQL",ANY,In-Person,Others,65000.0,65000.0,65000.0
Senior Supply Chain Data Analysts,"Senior Business Analyst, Scheduling (10-month contract)",Business Analyst,The Salvation Army Canada and Bermuda,Toronto,ON,"Azure, Project management, Unit testing, Business requirements, No SQL",Senior,In-Person,Others,113000.0,113000.0,113000.0
Senior Business Intelligence Analysts,Maintenance Operations Analyst,Analyst,Jazz Aviation LP,Halifax,NS,"Python, No SQL, Power BI, Data modeling, SQL",ANY,In-Person,Transportation,49000.0,64000.0,56500.0
Senior Supply Chain Data Analysts,"Performance Analyst, Contact Centre",Analyst,ENERCARE,Markham,ON,"Business intelligence, Sales, Customer service, R, Financial reporting",ANY,In-Person,Automotive,61000.0,91000.0,76000.0
Database Analysts,Geospatial Analyst,Analyst,Government of Alberta,Edmonton,AB,"ArcGIS, R, Statistics, Python, GIS",ANY,In-Person,Government,30240.56,57200.0,43720.28
Senior Business Analysts,Senior Technical Analyst,Analyst,Jeevan Technologies,Toronto,ON,"SFTP, SQL, Azure, Visual Basic, Kanban",Senior,In-Person,Technology,135200.0,145600.0,140400.0
Business and Marketing Analysts,Project Analyst,Analyst,Town of Okotoks,Okotoks,AB,"Azure, Filing, Office Suite, Supervising experience, Project management",ANY,In-Person,Others,70000.0,94000.0,82000.0
Senior Business Analysts,Logistics Analyst,Logistic Analyst,Labatt Breweries Canada,Moncton,NB,"Power BI, SQL, SAP, Supply chain, Logistics",ANY,In-Person,Others,63000.0,63000.0,63000.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,"Taro Pharmaceuticals INC, Canada",Brampton,ON,"Python, SQL, Microsoft Access, Microsoft Outlook, Statistics",Senior,In-Person,Healthcare,84000.0,104000.0,94000.0
Financial and Operational Analysts,Reporting Analyst,Analyst,G2S2 Capital Inc,Halifax,NS,"SQL, Office Suite",ANY,In-Person,Technology,47000.0,65000.0,56000.0
Business and Marketing Analysts,Research Analyst,Analyst,University of Toronto,Toronto,ON,"Python, No SQL, SAS, R, Research",ANY,In-Person,Technology,50000.0,57200.0,53600.0
Financial and Operational Analysts,"Analyst, Low-Rise Asset Management",Analyst,Greybrook,Toronto,ON,"SQL, Office Suite, Statistics, No SQL, Information management",ANY,In-Person,Others,70000.0,124000.0,97000.0
Business and Marketing Analysts,Business Insights Analyst,Analyst,Acosta,Toronto,ON,"Python, SQL, Nielsen, Business analysis, Office Suite",ANY,In-Person,Others,44000.0,57200.0,50600.0
Senior Business Analysts,RESEARCH ANALYST 1,Analyst,City of Toronto,Toronto,ON,"Python, SQL, Microsoft Access, Procurement, Visio",ANY,In-Person,Technology,90646.4,99320.0,94983.2
Business and Technical Analysts,ADMN O 24R - Policy Analyst,Analyst,BC Public Service,Abbotsford,BC,"Research, Project management, Analytics",ANY,In-Person,Service,76000.0,87000.0,81500.0
Business and Technical Analysts,Data Analyst Supervisor - MFL/GEO Pipeline In-Line Inspection,Data Analyst,Entegra LLP,Vaughan,ON,Statistics,ANY,In-Person,Others,60000.0,65000.0,62500.0
Senior Business Intelligence Analysts,"Capacity Planning Analyst, Workforce Management",Analyst,Sun Life,Waterloo,ON,"Pegasystems, Data modeling, Tableau, Databases, SQL",ANY,In-Person,Others,54000.0,88000.0,71000.0
Senior Business Intelligence Analysts,"Capacity Planning Analyst, Workforce Management",Analyst,Sun Life,Waterloo,QC,"Pegasystems, Data modeling, Tableau, Databases, SQL",ANY,In-Person,Others,54000.0,88000.0,71000.0
Senior Supply Chain Data Analysts,Parts Inventory Analyst,Analyst,TCAT Div of Toromont Industries Ltd,Concord,ON,"Power BI, SQL, Inventory control, Sales, Python",ANY,In-Person,Others,58000.0,64000.0,61000.0
Business and Technical Analysts,"Business Analyst, ServiceNow, Scotiabank",Business Analyst,Scotiabank,Toronto,ON,"Waterfall, Project management, Presentation skills, ServiceNow, Agile",ANY,In-Person,Finance,75000.0,100000.0,87500.0
Systems and Data Analysts,Data & Analytics - Senior Data Visualization Engineer,Data Engineer,Aritzia,Vaughan,ON,"Power BI, Tableau, Cloud development, UX, Data visualization",Senior,In-Person,Technology,75000.0,150000.0,112500.0
Senior Supply Chain Data Analysts,Deal Desk and Channel Analyst,Analyst,Absolute Software,Remote,Undef,"SQL, Sales, Statistics, NetSuite, Computer networking",ANY,Remote,Technology,60000.0,65000.0,62500.0
Business and Marketing Analysts,Asset Investment Analyst,Analyst,Toronto Hydro,Toronto,ON,"Microsoft Access, Relational databases, R, Alteryx, Visio",ANY,In-Person,Others,60000.0,100000.0,80000.0
Business and Marketing Analysts,Commercial Analyst,Analyst,Ebury,Toronto,ON,"CRM software, Tableau, SQL, Sales, Python",ANY,In-Person,Others,60000.0,95000.0,77500.0
Systems and Data Analysts,Research Data Coordinator and Analyst,Coordinator,University of Alberta,Edmonton,AB,"Tableau, Statistical software, R, Statistics, Research",ANY,In-Person,Technology,60000.0,82000.0,71000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Emergitel,Montreal,QC,"Bilingual, Tableau, Business analysis, Process improvement, Python",ANY,In-Person,Technology,137280.0,137280.0,137280.0
Business Systems Analysts,Energy Systems Operation Analyst,System Analyst,Renteknik Group Inc.,Burlington,ON,"No SQL, AutoCAD, SQL, Microsoft Access, Microsoft Outlook",ANY,In-Person,Others,67000.0,67000.0,67000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,LandSolutions Inc,Toronto,ON,"Power BI, Oracle, Business analysis, Statistics, Telecommunication",ANY,In-Person,Consulting,60000.0,98000.0,79000.0
Senior Supply Chain Data Analysts,"Business Analyst, Workday",Business Analyst,Element Fleet Management,Mississauga,ON,"Jira, Python, SQL, Office Suite, Project management",ANY,In-Person,Others,89000.0,93000.0,91000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,OGGN Inc.,Ottawa,ON,"Business analysis, Statistics, Analytics",ANY,In-Person,Others,60000.0,84000.0,72000.0
Senior Supply Chain Data Analysts,Supply Chain Analyst,Analyst,Trojan Technologies,London,ON,"Power BI, SQL, Kanban, Writing skills, Supply chain",ANY,In-Person,Technology,53000.0,85000.0,69000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,University of Alberta,Edmonton,AB,"CRM software, Business analysis, Statistics, No SQL",ANY,In-Person,Technology,65000.0,90000.0,77500.0
Business and Marketing Analysts,"Analyst, Global Investment Banking, Global Diversified Industries",Analyst,CIBC,Toronto,ON,"Python, Tableau, Computer operation, SQL, Financial auditing",ANY,In-Person,Others,85000.0,95000.0,90000.0
Senior Business Intelligence Analysts,IT Cost Business Analyst,Business Analyst,Ingersoll Rand,Barrie,ON,"SQL, SAP, No SQL",ANY,In-Person,Others,54000.0,71000.0,62500.0
Senior Business Intelligence Analysts,"Privacy Analyst, Business Effectiveness",Analyst,CIBC,Toronto,ON,"Tableau, SQL, Microsoft Outlook, Office Suite, Loss prevention",ANY,In-Person,Others,55000.0,85000.0,70000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Teleperformance,Toronto,ON,"Sales support, SQL, Sales, SQL, Statistical analysis",ANY,In-Person,Others,50000.0,57200.0,53600.0
Systems and Data Analysts,"Specialist, Business Intelligence Data Warehouse",Data Specialist,Island Health,Victoria,BC,"Cognos, Data modeling, XML, SQL, Databases",Senior,In-Person,Healthcare,94931.2,136448.0,115689.6
Systems and Data Analysts,"Specialist, Business Intelligence Data Warehouse",Data Specialist,Island Health,Victoria,NL,"Cognos, Data modeling, XML, SQL, Databases",Senior,In-Person,Healthcare,94931.2,136448.0,115689.6
Systems and Data Analysts,"Specialist, Business Intelligence Data Warehouse",Data Specialist,Island Health,Victoria,MB,"Cognos, Data modeling, XML, SQL, Databases",Senior,In-Person,Healthcare,94931.2,136448.0,115689.6
Senior Supply Chain Data Analysts,Sr. Business Analyst,Business Analyst,Electronic Arts,Vancouver,BC,"Power BI, Azure, Google Cloud Platform, Tableau, Databases",Senior,In-Person,Others,89000.0,123000.0,106000.0
Senior Business Intelligence Analysts,Senior Business Process Analyst,Analyst,BC Financial Services Authority,Vancouver,BC,"Visio, Statistics, Presentation skills, Recruiting, Business requirements",Senior,In-Person,Technology,88000.0,137000.0,112500.0
Senior Supply Chain Data Analysts,"Lead, Manufacturing Analyst",Lead,Vista,Lakeshore,ON,"SQL, Supply chain, R, SQL, Tableau",Senior,In-Person,Others,68500.0,87000.0,77750.0
Senior Supply Chain Data Analysts,"Lead, Manufacturing Analyst",Lead,Vista,Lakeshore,MB,"SQL, Supply chain, R, SQL, Tableau",Senior,In-Person,Others,68500.0,87000.0,77750.0
Business Systems Analysts,Business Analyst - ERP,Business Analyst,OSI Maritime Systems,Burnaby,BC,"Power BI, System administration, SQL, Supply chain, ERP systems",ANY,In-Person,Technology,93000.0,114000.0,103500.0
Database Analysts,database analyst,Analyst,Exioms Canada,Mississauga,ON,Python,ANY,In-Person,Others,89440.0,89440.0,89440.0
Business Systems Analysts,Systems Analyst,System Analyst,St. Paul Education,St. Paul,AB,"Microsoft Windows Server, VoIP, Database management, Project management, Project management methodology",ANY,In-Person,Education,56000.0,80000.0,68000.0
Business Systems Analysts,Business Systems Analyst,System Analyst,TransLink,Vancouver,BC,"Azure, Enterprise software, DevOps, Weblogic, SQL",ANY,In-Person,Others,30240.56,57200.0,43720.28
Business Systems Analysts,"Analyst, Business Systems",System Analyst,Fraser Health,Surrey,BC,"Research, Project management, Business requirements, Leadership, Information management",ANY,In-Person,Healthcare,72113.6,103646.4,87880.0
Business and Marketing Analysts,market research analyst,Analyst,NUTRIZA INC.,North York,ON,"Sales, Python",ANY,In-Person,Others,89440.0,89440.0,89440.0
Senior Business Analysts,Senior Strategic Business Analyst,Business Analyst,Alberta Pensions Services Corporation (APS),Edmonton,AB,"Public speaking, Change management, Presentation skills, Agile, Budgeting",Senior,In-Person,Service,77000.0,114000.0,95500.0
Senior Supply Chain Data Analysts,"Business Systems Analyst (Travel and Expense) - Mississauga, CAD- W2",System Analyst,Techprism.inc,Mississauga,ON,"Jira, Writing skills, Mobile applications, R, Statistics",ANY,In-Person,Technology,71302.40000000001,114545.6,92924.0
Database Analysts,database analyst,Analyst,ZOMI Technology Ltd.,Vancouver,BC,Python,ANY,In-Person,Technology,76960.0,76960.0,76960.0
Senior Supply Chain Data Analysts,Functional Analyst,Analyst,Desjardins,Montreal,QC,"Tableau, SAS, Python, Drafting, Control-M",ANY,In-Person,Others,68500.0,87000.0,77750.0
Business and Marketing Analysts,Research Analyst,Analyst,Ballad Consulting Group,Edmonton,AB,"Adobe Photoshop, SQL, Writing skills, Adobe Illustrator, Research",ANY,In-Person,Consulting,50000.0,60000.0,55000.0
Systems and Data Analysts,data analyst - informatics and systems,System Analyst,Belloy Geologists,Calgary,AB,"CSS, Python, Windows, Office Suite, Databases",ANY,In-Person,Others,87360.0,87360.0,87360.0
Business and Technical Analysts,Business Analyst - SAP Concur,Business Analyst,Altis Recruitment,Toronto,ON,"SAP, ERP systems, Python, Office Suite, Project management",ANY,In-Person,Technology,104000.0,104000.0,104000.0
Business and Technical Analysts,CFD Analyst,Analyst,Enerkem Inc.,Sherbrooke,QC,"Bilingual, Tableau, Mechanical engineering, Python, Presentation skills",ANY,In-Person,Others,65000.0,72000.0,68500.0
Business and Technical Analysts,BI Engineer,Data Engineer,COREL CORPORATION USA,Canada,Undef,"Power BI, Data modeling, Business intelligence, Tableau, PostgreSQL",ANY,In-Person,Others,100000.0,110000.0,105000.0
Business and Marketing Analysts,Business Analyst,Business Analyst,Net Solutions India,Toronto,ON,"Statistics, Product management, User acceptance testing, Agile, Business requirements",ANY,In-Person,Consulting,57000.0,75000.0,66000.0
Systems and Data Analysts,HR Technology Lead and Data Analyst,Lead,City of Barrie,Barrie,ON,"Python, SAP SuccessFactors, SQL, Microsoft Access, Microsoft Outlook",Senior,In-Person,Technology,64000.0,90000.0,77000.0
Database Analysts,database analyst,Analyst,NRIT Consulting,Calgary,AB,Python,ANY,In-Person,Technology,89440.0,89440.0,89440.0
Database Analysts,database analyst,Analyst,Rish Consulting,Calgary,AB,Python,ANY,In-Person,Consulting,89440.0,89440.0,89440.0
Database Analysts,Programmer Analyst,Programmer,University of British Columbia,Vancouver,BC,"Power BI, SQL, Business intelligence, Visual Basic, Relational databases",ANY,In-Person,Technology,30240.56,57200.0,43720.28
Systems and Data Analysts,artificial intelligence (AI) analyst,Analyst,JAAJ Consultancy Services Inc.,Milton,ON,"MATLAB, SQL, Big data, R, Laboratory experience",ANY,In-Person,Service,100880.0,100880.0,100880.0
Senior Business Analysts,Senior Business Analyst,Business Analyst,Ivey Business School Foundation,London,ON,"Data modeling, Relational databases, Business analysis, Research, SQL",Senior,In-Person,Education,53000.0,82000.0,67500.0
Financial and Operational Analysts,"Portfolio Management Analyst, Quantitative Equity",Quantitative Analyst,"Connor, Clark & Lunn Financial Group",Vancouver,BC,SQL,ANY,In-Person,Finance,90000.0,180000.0,135000.0
Senior Business Analysts,Intermediate Business Analyst,Business Analyst,Home Trust Company,Toronto,ON,"Bilingual, Data modeling, Customer service, Visio, Office Suite",Mid,In-Person,Others,72000.0,91000.0,81500.0
Senior Supply Chain Data Analysts,Power Market Analyst - 24321,Analyst,Enverus,Calgary,AB,"Sales, Project planning, Statistics, SQL, Agile",ANY,In-Person,Others,80000.0,95000.0,87500.0
Senior Business Intelligence Analysts,Operations Technical Analyst,Analyst,"Raymond James Financial, Inc.",Vancouver,BC,"Power BI, SQL, Writing skills, Statistics, Office Suite",ANY,In-Person,Finance,75000.0,90000.0,82500.0
Business and Technical Analysts,Risk & Payments Data Analyst/Analyste de DonnÃƒÆ’Ã‚Â©es Risques & Paiements,Risk Analyst,Plusgrade,Montreal,QC,"Computer science, SQL, Schematics, Alteryx, Statistics",ANY,In-Person,Others,64123.59,86600.0,75361.795
